uniqueid,text,text_translated,media,source,mode,num_persons,_timestamp,confidence,source_reliability,locations,origin_bool,origin,destination,geom_tweet,triage_status
2110,RT @DanMcL99: Buses wait at Letenye in #Hungary for migrants arriving by bus from #Croatia. Next stop #Austria. http://t.co/ihw06SQ799,buses wait at letenye in hungary for migrants arriving by bus from croatia next stop austria,['http://pbs.twimg.com/media/CPWWs3NWEAAjC68.jpg'],twitter,bus,,2019-10-13 13:18:25.000000,0.87,0.99,"['letenye', 'hungary', 'croatia', 'austria']",,HR0,HU223,0101000000295C8FC2F5B830403A234A7B83374740,
2111,RT @SanDiegoPost: The Latest: Trains bring migrants from Austria to Germany  #business,the latest trains bring migrants from austria to germany business,,twitter,bus,,2019-10-13 13:28:42.000000,0.93,0.42,"['austria', 'germany']",,AT,DE,010100000076711B0DE05D30409A99999999194840,
2112,RT @hrtvijesti: 10 buses just managed to pass from Croatia to Hungary #refugeescrisis #refugees http://t.co/10zRFWndIO,10 buses just managed to pass from croatia to hungary refugeescrisis refugees,['http://pbs.twimg.com/media/CPWknF4WoAAhKfH.jpg'],twitter,bus,10,2019-10-13 14:19:12.000000,1.00,0.99,"['croatia', 'hungary']",,HR0,HU,01010000004850FC1873F72F40545227A089E84640,
2113,RT @MailOnline: Hungary reopens border crossing with Serbia after sealing it for five days http://t.co/lWgQSm7tv7,hungary reopens border crossing with serbia after sealing it for five days,,twitter,,5,2019-10-13 14:41:39.000000,0.94,0.49,"['hungary', 'serbia']",,,,0101000000B003E78C280D3340D7A3703D0ABF4740,
2114,#World News: Flow of migrants into Austria from Hungary increases http://t.co/bl1EjBIawW #News,world news flow of migrants into austria from hungary increases news,,twitter,,,2019-10-13 14:53:17.000000,0.69,0.78,"['austria', 'hungary']",,HU,AT,010100000076711B0DE05D30409A99999999194840,
2115,RT @MiddleEastEye: UPDATE: Hungary has re-opened border with Serbia after almost a week #Refugees http://t.co/aoGDjtrFiO http://t.co/TJTIa7…,update hungary has re opened border with serbia after almost a week refugees,['http://pbs.twimg.com/media/CPWV1JZWgAAfGdL.jpg'],twitter,,,2019-10-13 17:20:03.000000,0.93,1.00,"['hungary', 'serbia']",,,,0101000000B003E78C280D3340D7A3703D0ABF4740,
2116,"Shut off from Hungary’s border, thousands of migrants begin pouring into Austria http://t.co/2Y3kr01o1R",shut off from hungarys border thousands of migrants begin pouring into austria,,twitter,,,2019-10-13 18:24:57.000000,0.69,1.00,"['austria', 'hungary']",,,AT,010100000076711B0DE05D30409A99999999194840,
2117,RT @MiddleEastEye: 25000 refugees have entered Croatia in the past four days in their bid to reach western Europe http://t.co/AaYFn2sd4y ht…,25000 refugees have entered croatia in the past four days in their bid to reach western europe ht,['http://pbs.twimg.com/media/CPXc67PUEAA-lII.jpg'],twitter,,25000,2019-10-13 18:25:12.000000,0.63,0.66,['croatia'],,,,01010000004850FC1873F72F40545227A089E84640,
2118,"Hungary has reopened its main border crossing with Serbia ""The problems have been overcome and conditions reached for it to reopen,"" said H…",hungary has reopened its main border crossing with serbia the problems have been overcome and conditions reached for it to reopen said h,,twitter,,,2019-10-13 18:30:55.000000,0.77,0.29,"['hungary', 'serbia']",,,,0101000000B003E78C280D3340D7A3703D0ABF4740,
2120,"#LosAngeles #News 27,000 Migrants and Refugees Enter Croatia: Police say about 27,000 migrants and refugees ha... http://t.co/Ctw9SGImZk",losangeles news 27 000 migrants and refugees enter croatia police say about 27 000 migrants and refugees ha,,twitter,,,2019-10-14 01:01:40.000000,0.61,0.69,['croatia'],,,,01010000004850FC1873F72F40545227A089E84640,
2121,Finally Hungary stopped being a bitch and opened up their borders to the Syrian refugees,finally hungary stopped being a bitch and opened up their borders to the syrian refugees,,twitter,,,2019-10-14 01:08:55.000000,0.52,0.12,"['hungary', 'syria']",,,,0101000000B003E78C280D3340D7A3703D0ABF4740,
2122,RT @timothylarge: Flow of #migrants from #Hungary to #Austria increases http://t.co/dD0vLKFpOq http://t.co/4ehTDgdIG5,flow of migrants from hungary to austria increases,['http://pbs.twimg.com/media/CPWmMoBUEAEagSn.jpg'],twitter,,,2019-10-14 02:27:10.000000,0.57,0.99,"['hungary', 'austria']",,HU,AT,0101000000B003E78C280D3340D7A3703D0ABF4740,
2123,RT @GettyImagesNews: Migrants arrive in Austria on route to Northern Europe @Chris_Furlong  http://t.co/kBtGk3cslC http://t.co/23CwtZP04H,migrants arrive in austria on route to northern europe,['http://pbs.twimg.com/media/CPaf73SUAAATjWm.jpg'],twitter,,,2019-10-14 08:37:14.000000,0.65,0.93,['austria'],,,AT,010100000076711B0DE05D30409A99999999194840,
2124,"Obama Directs US to Accept 10,000 Syrian Refugees",obama directs us to accept 10 000 syrian refugees,,twitter,,0,2019-10-14 09:57:04.000000,0.78,0.51,['syria'],,,,0101000000E8D9ACFA5C254240EFC9C342ADC14040,
2125,"RT @panyiszabolcs: 18,757 #refugees entered this weekend #Hungary according to HUN police. Daily numbers here: http://t.co/3mpvOWNLHo http:…",18 757 refugees entered this weekend hungary according to hun police daily numbers here,['http://pbs.twimg.com/media/CPa5V_sUsAAG8uf.png'],twitter,,,2019-10-14 10:28:15.000000,1.00,0.11,['hungary'],,,,0101000000B003E78C280D3340D7A3703D0ABF4740,
2126,Refugees in Europe: Hungary closes border with Croatia second row of barbed wire - News Front http://t.co/nEwZukbuNS,refugees in europe hungary closes border with croatia second row of barbed wire news front,,twitter,,,2019-10-14 11:04:30.000000,1.00,1.00,"['hungary', 'croatia']",,,,0101000000B003E78C280D3340D7A3703D0ABF4740,
2127,"4,343 refugees were rescued from the Mediterranean on Saturday http://t.co/JlKo4v8rUa",4 343 refugees were rescued from the mediterranean on saturday,,twitter,,,2019-10-14 12:52:28.000000,0.86,0.43,[],,,,,
2128,"RT @panyiszabolcs: Almost 29,900 #refugees entered #Croatia since September 16th, the beginning of their #refugeescrisis, @VladaRH reports.…",almost 29 900 refugees entered croatia since september 16th the beginning of their refugeescrisis reports,,twitter,,,2019-10-14 14:04:38.000000,0.98,0.18,['croatia'],,,,01010000004850FC1873F72F40545227A089E84640,
2129,RT @enough14: 18:38 #Trainofhope started from #Maribor #Slovenia with 200 refugees. Arrival at #Graz #Austria at 19:20. #HbfGraz https://t.…,1838 trainofhope started from maribor slovenia with 200 refugees arrival at graz austria at 1920 hbfgraz,,twitter,train,200,2019-10-14 16:56:22.000000,1.00,0.00,"['maribor', 'slovenia', 'graz', 'austria']",,SI032,AT221,0101000000D122DBF97E4A2F40F31FD26F5F474740,
2130,#Bianet Police Stop Refugees Walking from İstanbul to Edirne: Syrian refugees waiting in İstanbul Bus ... http://t.co/CrAk6X4PQU #Turkey,bianet police stop refugees walking from istanbul to edirne syrian refugees waiting in istanbul bus turkey,,twitter,bus,,2019-10-14 19:27:02.000000,0.63,0.10,"['istanbul', 'edirne', 'turkey', 'syria']",,TR100,TR212,010100000014AE47E17AF43C40E09C11A5BD814440,
2131,"RT @KevinSwarbrick: Refugee and migrant crisis: Hungary finishes border fence, slams Croatia after train incident http://t.co/zCEv9jZnXn",refugee and migrant crisis hungary finishes border fence slams croatia after train incident,,twitter,train,,2019-10-14 23:03:45.000000,0.90,0.30,"['hungary', 'croatia']",,,,0101000000B003E78C280D3340D7A3703D0ABF4740,
2132,"Refugee crisis: Slovenian border sealed: Slovenia had orignally agreed to let the refugees pass, but the large... http://t.co/bMQ4v2somp",refugee crisis slovenian border sealed slovenia had orignally agreed to let the refugees pass but the large,,twitter,,,2019-10-14 23:50:39.000000,0.94,0.03,['slovenia'],,,,0101000000151DC9E53F042D402CD49AE61D074740,
2133,"RT @inglesi: Austrian police say nearly 10,000 refugees &amp; migrants arrived on Monday, mainly thru #Hegyeshalom - via @BethanyBellBB",austrian police say nearly 10 000 refugees amp migrants arrived on monday mainly thru hegyeshalom via,,twitter,,,2019-10-15 06:02:38.000000,1.00,0.46,"['hegyeshalom', 'austria']",,,,01010000009D8026C2862731405B423EE8D9F44740,
2134,"Migrants' Main Rail Route to Germany From Austria to Remain Closed" by REUTERS via NYT http://t.co/1UBjElRWrV,migrants main rail route to germany from austria to remain closed by reuters via nyt,,twitter,,,2019-10-15 10:51:09.000000,0.90,0.30,"['germany', 'austria']",,AT,DE,0101000000151DC9E53FC42A40EEEBC03923424A40,
2135,"Croatia: 2,400 migrants in 12 hours http://t.co/l4ADI9p9NV",croatia 2 400 migrants in 12 hours,,twitter,,,2019-10-15 13:33:35.000000,0.59,0.74,['croatia'],,,,01010000004850FC1873F72F40545227A089E84640,
2136,rt roshangunat: https://t.co/wbolqWPTqa RT AhmedAlrihawi: #BREAKING | #Migrants arrive by train at Hegyeshalom at the border with #Austria…,rt roshangunat ahmedalrihawi breaking migrants arrive by train at hegyeshalom at the border with austria,,twitter,train,,2019-10-15 16:22:37.000000,1.00,0.99,"['hegyeshalom', 'austria']",,,HU221,01010000009D8026C2862731405B423EE8D9F44740,
2137,"RT @AFP: #BREAKING First of 20,000 Syrian refugees arrive in UK",breaking first of 20 000 syrian refugees arrive in uk,,twitter,,0,2019-10-15 17:41:20.000000,0.89,0.98,['syria'],,,,0101000000E8D9ACFA5C254240EFC9C342ADC14040,
2138,"RT @BalkanNewsbeat: 1,000+ #refugees trekked overnight from Serbia to #Bapska for #Opatavac, Croatia, some on wheelchairs others barefoot h…",1 000 refugees trekked overnight from serbia to bapska for opatavac croatia some on wheelchairs others barefoot h,['http://pbs.twimg.com/media/CPkHzA3U8AAMAbt.jpg'],twitter,,0,2019-10-16 05:28:02.000000,0.73,0.08,"['serbia', 'croatia']",,RS,,01010000000F0BB5A679773440545227A089684640,
2139,"RT @SputnikInt: More are yet to come: some 3,500 #refugees arrive in Germany in 1 day http://t.co/gCS1IBh3hX #MigrantCrisis http://t.co/lMl…",more are yet to come some 3 500 refugees arrive in germany in 1 day migrantcrisis,['http://pbs.twimg.com/media/CPlTkwXWsAA6Pdu.jpg'],twitter,,500,2019-10-16 11:00:22.000000,0.98,0.97,"['germany', 'germany']",,,DE,0101000000CDCCCCCCCCCC2A40EEEBC03923424A40,
2140,"Huge numbers of migrants are crossing Hungary on foot, heading toward countries including Austria",huge numbers of migrants are crossing hungary on foot heading toward countries including austria,,twitter,on foot,,2019-10-16 13:13:45.000000,0.99,0.16,"['hungary', 'austria']",,,,0101000000B003E78C280D3340D7A3703D0ABF4740,
2141,Croatia Says 27000 Migrants and Refugees Have Entered - http://t.co/KITX9wC73P,croatia says 27000 migrants and refugees have entered,,twitter,,27000,2019-10-16 22:26:22.000000,0.93,0.78,['croatia'],,,,01010000004850FC1873F72F40545227A089E84640,
2142,"RT @AFP: #BREAKING: Hungary says 10,046 migrants entered Wednesday, new record",breaking hungary says 10 046 migrants entered wednesday new record,,twitter,,,2019-10-17 07:04:43.000000,1.00,0.82,['hungary'],,,,0101000000B003E78C280D3340D7A3703D0ABF4740,
2143,"RT @gmanews: JUST IN: Hungary says 10,046 migrants entered Wednesday, new record | via @AFP",just in hungary says 10 046 migrants entered wednesday new record via,,twitter,,,2019-10-17 07:05:23.000000,1.00,0.61,['hungary'],,,,0101000000B003E78C280D3340D7A3703D0ABF4740,
2145,"RT @stgroupeu: Record of more than 10,000 refugees enter Hungary yesterday: A one-day record of more than 10,000 unauthorized... http://t.c…",record of more than 10 000 refugees enter hungary yesterday a one day record of more than 10 000 unauthorized,,twitter,,0,2019-10-17 07:46:26.000000,1.00,0.57,['hungary'],,,,0101000000B003E78C280D3340D7A3703D0ABF4740,
2146,"RT @SputnikInt: Record-breaking 10,000 #refugees enter Hungary in 1 day http://t.co/KlZr3MvsVa #MigrantCrisis http://t.co/9xlXuXotAY",record breaking 10 000 refugees enter hungary in 1 day migrantcrisis,['http://pbs.twimg.com/media/CPqXO-gW8AAvV5o.jpg'],twitter,,0,2019-10-17 10:33:19.000000,1.00,0.83,['hungary'],,,,0101000000B003E78C280D3340D7A3703D0ABF4740,
2147,Raw: Asylum-Seekers Start Walk to Vienna,raw asylum seekers start walk to vienna,,twitter,on foot,,2019-10-17 11:50:09.000000,0.76,0.09,['vienna'],,,AT13,010100000076711B0DE05D30409A99999999194840,
2148,"RT @DMiliband: In July, 500 refugees arrived daily on the shores of #Lesvos. Today, the numbers are close to 4,000. http://t.co/ANQ356xp92",in july 500 refugees arrived daily on the shores of lesvos today the numbers are close to 4 000,,twitter,,500,2019-10-17 13:36:53.000000,0.80,0.15,['lesvos'],,,,0101000000BEC1172653553A40211FF46C56954340,
2149,RT @politicreviews4: Croatia closed border with Serbia as the refugee crisis escalates http://t.co/Xraoeb6sVu,croatia closed border with serbia as the refugee crisisescalates,,twitter,,,2019-10-17 13:58:19.000000,0.68,0.96,"['croatia', 'serbia']",,,,01010000004850FC1873F72F40545227A089E84640,
2150,RT @Ruptly: Hundreds of refugees continue to arrive in Opatovac from Serbia http://t.co/i7Cqtcsf0y,hundreds of refugees continue to arrive in opatovac from serbia,,twitter,,,2019-10-18 06:30:15.000000,0.60,1.00,['serbia'],,RS,,01010000000F0BB5A679773440545227A089684640,
2151,Refugees and migrants stuck on the Serbian side of the border with Hungary protested on Wednesday against the continuing border closure,refugees and migrants stuck on the serbian side of the border with hungary protested on wednesday against the continuing border closure,,twitter,,,2019-10-18 07:09:29.000000,0.66,0.97,"['hungary', 'serbia']",,,,0101000000B003E78C280D3340D7A3703D0ABF4740,
2152,"Refugee Crisis - Croatia closes borders for Serbs, Serbia does the same for Croats http://t.co/DEdumKgZJv",refugee crisis croatia closes borders for serbs serbia does the same for croats,,twitter,,,2019-10-18 15:02:33.000000,0.85,0.58,"['croatia', 'serbia']",,,,01010000004850FC1873F72F40545227A089E84640,
2153,Refugee crisis: Croatia lifts border blockade with Serbia - CBC.ca http://t.co/03SpJDHmxQ,refugee crisis croatia lifts border blockade with serbia cbc ca,,twitter,,,2019-10-18 21:13:33.000000,0.51,0.08,"['croatia', 'serbia']",,,,01010000004850FC1873F72F40545227A089E84640,
2154,"Refugee Crisis - Croatia closes borders for Serbs, Serbia does the same for Croats: In any crisis there will be… http://t.co/ddeJ8mAYP4",refugee crisis croatia closes borders for serbs serbia does the same for croats in any crisis there will be,,twitter,,,2019-10-19 09:28:38.000000,0.71,0.54,"['croatia', 'serbia']",,,,01010000004850FC1873F72F40545227A089E84640,
2155,RT @supersverdliko1: Syrian refugees race to cross the border from Serbia to Croatia for fear that Croatia may close its borders.,syrian refugees race to cross the border from serbia to croatia for fear that croatia may close its borders,,twitter,,,2019-10-19 13:46:01.000000,0.60,0.45,"['serbia', 'croatia', 'syria']",,RS,HR0,01010000000F0BB5A679773440545227A089684640,
2156,"RT @Chara_fc: #SyrianRefugees walk towards the Austrian border in #Hegyeshalom, #Hungary, September 26 http://t.co/O2mgE1lFOE",syrianrefugees walk towards the austrian border in hegyeshalom hungary september 26,['http://pbs.twimg.com/media/CP5Q0V3WcAAzaee.jpg'],twitter,on foot,26,2019-10-20 07:59:25.000000,0.99,0.81,"['hegyeshalom', 'hungary', 'syria', 'austria']",,,,01010000009D8026C2862731405B423EE8D9F44740,
2157,"RT @AVWorldwide: Twitter has agreed to take in 30,000 refugees from Facebook 😂 #facebookdown",twitter has agreed to take in 30 000 refugees from facebook facebookdown,,twitter,,0,2019-10-21 20:47:06.000000,0.76,0.46,[],,,,,
2158,"RT @VladaRH: 5,800 #refugees entered Croatia yesterday &amp; have been transported to Hungary http://t.co/iWCb9yk195 1,900 are currently at the…",5 800 refugees entered croatia yesterday amp have been transported to hungary 1 900 are currently at the,,twitter,,800,2019-10-22 08:05:38.000000,1.00,0.89,"['croatia', 'hungary']",,,HU,01010000004850FC1873F72F40545227A089E84640,
2159,"RT @VladaRH: #Refugees are boarding the 32nd special train in Tovarnik, which will take them to Hungary. #refugeecrisis",refugees are boarding the 32nd special train in tovarnik which will take them to hungary refugeecrisis,,twitter,train,,2019-10-22 08:54:47.000000,0.86,0.11,"['tovarnik', 'hungary']",,,HU,01010000006666666666263340211FF46C56954640,
2160,"(#Sterlin_Starz) The Latest: A Record 522,000 Migrants Reach Europe This Year http://t.co/Bmx3cpH9RG (#Bryan_Starz)",sterlin starz the latest a record 522 000 migrants reach europe this year bryan starz,,twitter,,,2019-10-22 10:23:41.000000,0.82,0.74,[],,,,,
2161,The Latest: A record 522000 migrants reach Europe this year - Washington Post http://t.co/ldUYsyG2Mc,the latest a record 522000 migrants reach europe this year washington post,,twitter,,522000,2019-10-22 10:57:51.000000,0.97,0.49,[],,,,,
